tower_number,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Birth_Year,Age,Cluster,Buyer_Segment
16,0,42,1496.62,480842.09,0,1,1,9,8,0,4.0,1,0,1966.0,60.0,1,High-Value Investors
16,0,43,1185.4,361775.45,0,1,0,5,16,0,1.0,1,2,1997.0,29.0,3,Young Buyers
17,0,7,1300.91,428259.32,0,1,0,9,47,0,1.0,0,2,1943.0,83.0,0,Senior Home Buyers
17,0,17,1827.25,442174.78,0,1,1,9,37,1,2.0,0,2,1996.0,30.0,1,High-Value Investors
17,0,39,1341.67,413675.04,0,1,0,9,1,1,4.0,1,2,1985.0,41.0,1,High-Value Investors
17,1,45,1574.3,511954.11,0,1,0,9,50,0,4.0,0,2,1997.0,29.0,1,High-Value Investors
17,0,48,1833.96,549422.32,0,1,1,9,27,0,2.0,0,2,1985.0,41.0,1,High-Value Investors
17,0,48,1833.96,484751.08,0,1,1,9,11,0,2.0,1,0,1948.0,78.0,1,High-Value Investors
17,1,48,1833.96,540188.44,0,1,0,9,1,1,3.0,1,0,1987.0,39.0,1,High-Value Investors
17,0,49,1283.67,372530.49,0,1,1,5,3,1,3.0,1,0,1982.0,44.0,3,Young Buyers
17,0,50,1392.01,444764.89,0,1,0,8,51,0,3.0,0,2,1955.0,71.0,1,High-Value Investors
17,0,50,1392.01,339080.79,0,1,0,0,26,0,3.0,0,2,1949.0,77.0,0,Senior Home Buyers
17,0,51,1375.52,381360.21,0,1,1,8,31,0,1.0,0,1,1994.0,32.0,3,Young Buyers
18,0,1,1379.64,354219.71,0,1,0,9,50,0,3.0,1,0,1999.0,27.0,3,Young Buyers
18,1,1,1379.64,346780.22,0,0,0,9,8,0,5.0,0,2,1967.0,59.0,2,Corporate Buyers
18,0,2,650.96,203374.52,0,1,0,9,11,0,2.0,0,0,1960.0,66.0,0,Senior Home Buyers
18,0,8,1196.23,366299.04,0,1,1,9,50,1,3.0,0,0,1955.0,71.0,0,Senior Home Buyers
18,0,11,507.04,143851.79,0,1,1,9,14,0,2.0,0,0,1948.0,78.0,0,Senior Home Buyers
18,0,15,1728.6,596228.96,0,1,1,8,51,1,1.0,0,0,1980.0,46.0,1,High-Value Investors
18,0,20,1631.48,574927.34,0,1,1,9,27,0,2.0,1,2,1982.0,44.0,1,High-Value Investors
18,0,27,650.82,171733.24,0,1,1,8,31,0,4.0,0,2,1948.0,78.0,0,Senior Home Buyers
18,1,27,650.82,179263.23,0,1,0,9,37,1,3.0,1,2,1939.0,87.0,0,Senior Home Buyers
18,0,30,1795.66,559547.45,0,1,0,9,25,0,4.0,1,0,1945.0,81.0,1,High-Value Investors
18,0,30,1795.66,437201.32,0,1,0,8,12,1,4.0,0,0,1956.0,70.0,1,High-Value Investors
18,0,30,1795.66,549656.89,0,1,0,1,7,1,5.0,1,2,1969.0,57.0,1,High-Value Investors
18,0,31,945.46,350745.37,0,1,0,9,8,0,4.0,0,2,1954.0,72.0,0,Senior Home Buyers
18,0,35,799.05,265499.47,0,1,1,9,8,0,3.0,0,2,1962.0,64.0,0,Senior Home Buyers
18,0,36,1089.77,316098.65,0,1,0,9,47,1,4.0,0,2,1944.0,82.0,0,Senior Home Buyers
18,0,43,937.7,301088.15,0,1,1,9,8,0,5.0,1,2,1969.0,57.0,0,Senior Home Buyers
18,0,48,564.59,202636.75,0,1,0,9,8,0,1.0,0,0,1963.0,63.0,0,Senior Home Buyers
18,0,50,854.74,263784.17,0,1,1,9,8,0,3.0,0,2,1962.0,64.0,0,Senior Home Buyers
18,0,53,1806.7,539078.45,0,1,0,9,53,0,4.0,0,0,1961.0,65.0,1,High-Value Investors
18,0,58,955.23,306670.78,0,1,1,9,8,0,5.0,0,2,1951.0,75.0,0,Senior Home Buyers
18,0,59,1900.58,497893.62,0,1,0,9,8,0,3.0,1,2,1968.0,58.0,1,High-Value Investors
18,0,62,1330.41,367400.47,0,1,1,9,11,0,2.0,0,2,1943.0,83.0,0,Senior Home Buyers
19,0,4,1225.38,346500.14,0,1,0,9,14,0,1.0,0,2,1987.0,39.0,3,Young Buyers
19,0,5,1408.42,441253.62,0,1,0,9,11,0,3.0,1,2,1970.0,56.0,1,High-Value Investors
19,0,10,747.71,220548.69,0,1,1,0,49,0,5.0,0,2,1957.0,69.0,0,Senior Home Buyers
19,0,22,935.25,277608.69,0,0,0,9,1,1,3.0,0,2,1984.0,42.0,2,Corporate Buyers
19,0,22,935.25,289023.56,0,1,1,9,47,0,1.0,0,2,1943.0,83.0,0,Senior Home Buyers
19,0,26,668.24,221518.38,0,1,1,9,8,1,2.0,0,2,1962.0,64.0,0,Senior Home Buyers
19,0,37,1565.26,472632.31,0,1,1,9,48,1,5.0,1,0,1986.0,40.0,1,High-Value Investors
19,0,39,1237.04,418320.77,0,1,0,9,8,1,3.0,0,0,1984.0,42.0,1,High-Value Investors
19,1,39,1237.04,393996.5,0,1,0,9,8,0,4.0,0,0,1995.0,31.0,3,Young Buyers
19,0,41,1657.19,503445.63,0,1,1,9,14,0,5.0,0,1,1995.0,31.0,1,High-Value Investors
19,0,43,1697.72,495491.79,0,1,1,9,27,1,5.0,1,0,1971.0,55.0,1,High-Value Investors
19,0,49,1004.26,395405.61,0,1,0,9,8,0,1.0,0,2,1991.0,35.0,3,Young Buyers
20,1,1,1898.39,678504.41,0,1,0,9,1,0,5.0,0,2,1987.0,39.0,1,High-Value Investors
20,0,2,1669.84,562229.33,0,1,0,9,8,0,4.0,0,2,1993.0,33.0,1,High-Value Investors
20,0,3,1645.93,383399.62,0,1,1,9,8,1,5.0,0,2,1962.0,64.0,1,High-Value Investors
20,0,8,1268.45,404330.66,0,1,0,9,8,0,1.0,1,2,1999.0,27.0,3,Young Buyers
20,0,8,1268.45,367661.21,0,1,0,9,8,0,5.0,0,1,1964.0,62.0,1,High-Value Investors
20,0,18,1868.01,596267.69,0,1,0,8,31,1,4.0,0,1,1983.0,43.0,1,High-Value Investors
20,0,33,630.53,178721.82,0,1,1,9,15,1,3.0,0,0,1964.0,62.0,0,Senior Home Buyers
20,1,38,1499.47,517695.89,0,1,1,9,55,0,3.0,0,0,1948.0,78.0,1,High-Value Investors
20,1,47,590.12,151178.64,0,1,1,1,52,1,4.0,1,2,1991.0,35.0,3,Young Buyers
20,1,52,1634.67,507216.3,0,1,1,9,53,0,5.0,1,1,1996.0,30.0,1,High-Value Investors
20,0,54,589.61,179336.56,0,1,1,9,37,0,2.0,0,2,1951.0,75.0,0,Senior Home Buyers
1,1,5,410.71,117564.07,0,0,1,9,8,1,5.0,0,0,1975.0,51.0,2,Corporate Buyers
1,0,13,756.21,206958.71,0,0,1,9,8,1,5.0,0,2,1976.0,50.0,2,Corporate Buyers
2,0,4,649.69,168834.04,0,1,1,9,8,1,5.0,0,0,1975.0,51.0,3,Young Buyers
2,0,15,723.93,228170.03,0,1,1,9,8,0,4.0,0,0,1958.0,68.0,0,Senior Home Buyers
2,0,33,649.8,205085.4,0,1,1,9,8,0,4.0,0,0,1958.0,68.0,0,Senior Home Buyers
2,0,36,1109.25,460001.26,0,1,1,9,8,0,2.0,0,2,1977.0,49.0,1,High-Value Investors
3,0,17,743.41,205098.21,0,1,1,5,4,1,5.0,0,0,1966.0,60.0,0,Senior Home Buyers
1,0,8,763.88,224101.03,0,1,1,8,31,0,4.0,0,2,1948.0,78.0,0,Senior Home Buyers
1,0,11,1429.46,425847.12,0,1,1,9,48,0,1.0,0,2,1945.0,81.0,0,Senior Home Buyers
1,0,13,719.47,213970.0,0,1,0,9,8,0,4.0,0,2,1964.0,62.0,0,Senior Home Buyers
1,0,15,765.0,227057.19,0,1,0,9,48,1,2.0,0,1,1959.0,67.0,0,Senior Home Buyers
1,0,18,716.85,197556.99,0,1,1,9,8,0,5.0,0,2,1978.0,48.0,3,Young Buyers
1,0,19,773.17,213333.34,0,1,1,9,8,0,5.0,0,2,1938.0,88.0,0,Senior Home Buyers
1,0,22,740.83,208869.86,0,1,0,9,8,0,1.0,0,2,1946.0,80.0,0,Senior Home Buyers
1,0,23,1201.5,354052.01,0,1,0,9,48,0,3.0,1,2,1959.0,67.0,0,Senior Home Buyers
1,0,27,725.12,239200.56,0,1,1,9,8,0,4.0,0,2,1966.0,60.0,0,Senior Home Buyers
1,0,32,800.77,227545.66,0,1,1,9,8,0,5.0,1,1,1947.0,79.0,0,Senior Home Buyers
1,0,48,1170.93,333101.77,0,1,1,9,8,0,1.0,0,2,1965.0,61.0,0,Senior Home Buyers
2,0,2,788.72,263962.33,0,1,0,8,12,0,5.0,0,2,1962.0,64.0,0,Senior Home Buyers
2,0,5,933.95,312262.95,0,1,1,9,8,0,2.0,0,2,1958.0,68.0,0,Senior Home Buyers
2,0,5,933.95,265780.53,0,1,1,9,47,1,5.0,1,2,1977.0,49.0,3,Young Buyers
2,0,6,967.84,275527.07,0,1,1,1,52,0,5.0,0,2,1999.0,27.0,3,Young Buyers
2,1,6,967.84,263877.34,0,1,1,9,8,0,3.0,0,2,1973.0,53.0,0,Senior Home Buyers
2,0,8,715.54,252468.08,0,1,1,9,8,0,1.0,1,0,1969.0,57.0,0,Senior Home Buyers
2,0,10,788.79,277290.5,0,1,0,6,39,1,5.0,0,2,1967.0,59.0,0,Senior Home Buyers
2,1,11,1625.05,395093.69,0,1,1,9,8,1,2.0,1,2,1991.0,35.0,3,Young Buyers
2,0,12,1610.5,481672.65,0,0,1,9,25,1,5.0,1,2,1963.0,63.0,2,Corporate Buyers
2,1,19,795.52,278522.0,0,1,0,9,8,1,4.0,1,2,1968.0,58.0,0,Senior Home Buyers
2,1,20,727.55,218325.78,0,0,0,9,1,1,3.0,0,2,1984.0,42.0,2,Corporate Buyers
2,0,20,727.55,204717.2,0,1,0,9,15,0,4.0,0,0,1997.0,29.0,3,Young Buyers
2,0,25,943.48,339365.18,0,1,0,8,12,1,3.0,1,1,1961.0,65.0,0,Senior Home Buyers
2,0,26,1577.79,559717.96,0,1,1,9,25,0,5.0,0,2,1944.0,82.0,1,High-Value Investors
2,0,42,786.45,257788.12,0,1,0,9,14,0,3.0,1,0,1963.0,63.0,0,Senior Home Buyers
2,0,42,786.45,293846.83,0,1,0,9,8,0,5.0,0,2,1966.0,60.0,0,Senior Home Buyers
2,0,44,580.26,178180.61,0,1,0,9,8,0,3.0,1,2,1962.0,64.0,0,Senior Home Buyers
2,0,55,579.26,149623.91,0,1,0,9,8,1,4.0,1,0,1972.0,54.0,3,Young Buyers
3,0,5,701.19,203257.42,0,1,0,9,25,0,4.0,0,2,1983.0,43.0,3,Young Buyers
3,0,10,784.09,217542.01,0,1,1,9,8,0,2.0,0,2,1965.0,61.0,0,Senior Home Buyers
3,0,18,706.68,204218.36,0,1,1,1,52,0,2.0,0,2,1952.0,74.0,0,Senior Home Buyers
3,0,21,1122.15,363901.47,0,0,1,9,11,0,1.0,0,0,1969.0,57.0,2,Corporate Buyers
3,0,24,776.04,239388.89,0,1,0,9,48,0,5.0,1,2,1968.0,58.0,0,Senior Home Buyers
3,0,32,777.85,219257.86,0,1,1,9,25,0,3.0,1,2,1941.0,85.0,0,Senior Home Buyers
3,0,34,768.76,251749.52,0,1,1,3,9,0,1.0,1,2,1988.0,38.0,3,Young Buyers
3,0,35,925.48,271586.15,0,1,1,9,14,0,3.0,0,0,1997.0,29.0,3,Young Buyers
3,1,36,733.45,251482.95,0,1,1,9,8,1,5.0,0,2,1962.0,64.0,0,Senior Home Buyers
3,0,37,659.12,196469.4,0,1,0,9,1,1,5.0,1,0,1953.0,73.0,0,Senior Home Buyers
3,0,42,1343.96,378986.47,0,1,0,8,12,0,4.0,0,2,1943.0,83.0,0,Senior Home Buyers
3,0,50,713.67,221898.05,0,1,1,9,8,0,3.0,1,0,1964.0,62.0,0,Senior Home Buyers
3,1,50,713.67,216692.83,0,1,0,8,51,1,4.0,1,2,1943.0,83.0,0,Senior Home Buyers
4,1,1,1615.98,501520.52,0,1,1,9,50,0,5.0,0,0,1972.0,54.0,1,High-Value Investors
4,1,4,783.03,246720.63,0,1,0,9,47,0,2.0,1,2,1947.0,79.0,0,Senior Home Buyers
4,0,6,1602.95,445333.44,0,1,1,9,8,0,2.0,1,0,1988.0,38.0,1,High-Value Investors
4,0,7,786.36,222912.15,0,1,1,9,8,1,2.0,1,2,1999.0,27.0,3,Young Buyers
4,0,17,780.68,234107.29,0,1,0,9,50,0,1.0,0,0,1944.0,82.0,0,Senior Home Buyers
4,0,19,1063.07,297965.35,0,1,1,9,1,0,2.0,0,0,1992.0,34.0,3,Young Buyers
4,0,29,776.79,247342.01,0,1,1,9,8,0,3.0,0,1,1973.0,53.0,3,Young Buyers
4,0,30,1307.35,409647.06,0,1,1,0,49,0,1.0,0,0,1949.0,77.0,0,Senior Home Buyers
4,0,40,780.74,243877.45,0,1,0,9,27,0,5.0,0,0,1992.0,34.0,3,Young Buyers
4,0,44,799.67,236051.3,0,0,0,9,8,1,1.0,1,2,1969.0,57.0,2,Corporate Buyers
5,0,8,782.15,213915.0,0,1,0,4,38,0,4.0,0,2,1945.0,81.0,0,Senior Home Buyers
5,0,10,629.27,220388.67,0,1,0,9,8,0,2.0,0,2,1988.0,38.0,3,Young Buyers
5,0,18,1267.03,374103.56,0,1,1,9,48,0,4.0,0,2,1979.0,47.0,3,Young Buyers
5,0,23,1006.65,248569.02,0,1,1,9,1,0,3.0,0,2,1989.0,37.0,3,Young Buyers
5,0,28,1247.24,329008.0,0,1,1,1,13,0,3.0,0,2,1971.0,55.0,3,Young Buyers
5,0,36,627.56,189545.13,0,1,0,9,37,1,2.0,0,1,1967.0,59.0,0,Senior Home Buyers
5,0,42,791.2,251971.56,0,1,1,2,5,0,5.0,1,0,1962.0,64.0,0,Senior Home Buyers
5,0,43,802.72,229942.63,0,1,0,9,48,0,3.0,0,2,1978.0,48.0,3,Young Buyers
5,0,50,1261.07,340608.67,0,1,0,9,25,0,1.0,1,0,1950.0,76.0,0,Senior Home Buyers
6,0,6,951.22,311096.8,0,1,1,9,8,1,5.0,1,2,1940.0,86.0,0,Senior Home Buyers
6,0,16,1687.92,510808.24,0,1,0,9,8,0,3.0,0,2,1956.0,70.0,1,High-Value Investors
6,1,20,1897.17,468592.51,0,1,1,9,8,1,5.0,0,0,1975.0,51.0,1,High-Value Investors
6,0,20,1897.17,565996.94,0,1,0,9,8,1,2.0,1,1,1966.0,60.0,1,High-Value Investors
6,0,25,1086.43,359202.38,0,1,0,9,48,1,2.0,1,0,1998.0,28.0,3,Young Buyers
6,0,32,793.11,241805.57,0,1,0,9,8,0,5.0,0,0,1963.0,63.0,0,Senior Home Buyers
6,1,34,1353.81,448817.69,0,1,0,9,53,0,5.0,0,2,1948.0,78.0,0,Senior Home Buyers
6,1,36,463.91,149767.48,0,1,0,2,36,0,2.0,0,2,1977.0,49.0,3,Young Buyers
6,0,52,1408.23,427534.07,0,1,0,9,8,1,1.0,0,2,1972.0,54.0,1,High-Value Investors
6,0,53,1170.96,306183.74,0,1,1,8,31,0,4.0,1,0,1991.0,35.0,3,Young Buyers
7,0,1,759.04,260441.29,0,1,0,1,7,1,2.0,1,2,1984.0,42.0,3,Young Buyers
7,1,3,888.5,266544.05,0,1,1,9,8,0,2.0,1,2,1947.0,79.0,0,Senior Home Buyers
7,0,15,602.92,190314.12,0,1,1,5,16,0,5.0,0,2,1960.0,66.0,0,Senior Home Buyers
7,1,19,751.07,195740.81,0,1,0,9,8,0,1.0,0,2,1946.0,80.0,0,Senior Home Buyers
7,0,19,751.07,230306.24,0,1,1,2,5,0,2.0,1,2,1997.0,29.0,3,Young Buyers
7,0,22,1914.21,606086.6,0,1,0,9,53,0,2.0,1,2,1960.0,66.0,1,High-Value Investors
7,0,29,441.65,126200.04,0,0,0,6,23,1,3.0,0,0,1985.0,41.0,2,Corporate Buyers
7,0,34,1487.05,455404.07,0,1,0,9,14,0,2.0,1,0,1975.0,51.0,1,High-Value Investors
7,0,37,1171.04,370830.27,0,1,0,8,12,0,5.0,1,2,1951.0,75.0,0,Senior Home Buyers
7,1,41,1093.92,334197.72,0,1,1,9,8,0,5.0,1,2,1945.0,81.0,0,Senior Home Buyers
7,0,47,1033.08,256543.63,0,1,1,9,8,0,5.0,0,0,1956.0,70.0,0,Senior Home Buyers
7,0,55,601.23,187791.7,0,1,1,0,49,0,5.0,0,2,1957.0,69.0,0,Senior Home Buyers
7,0,58,1629.83,524785.88,0,1,0,9,11,0,2.0,0,0,1969.0,57.0,1,High-Value Investors
8,0,2,1097.36,340541.6,0,1,0,9,1,0,4.0,0,0,1988.0,38.0,3,Young Buyers
8,0,5,887.23,243883.4,0,1,0,9,11,0,3.0,1,2,1995.0,31.0,3,Young Buyers
8,0,8,1552.34,407657.44,0,1,0,9,27,0,3.0,0,0,1945.0,81.0,0,Senior Home Buyers
8,0,21,1501.64,409979.77,0,1,1,9,8,0,2.0,0,0,1968.0,58.0,1,High-Value Investors
8,0,29,1848.51,577483.25,0,1,0,9,8,0,1.0,0,2,1995.0,31.0,1,High-Value Investors
8,1,39,1290.89,381192.56,0,1,1,4,18,0,2.0,0,2,1962.0,64.0,1,High-Value Investors
8,1,42,1473.68,439227.72,0,1,1,9,11,0,3.0,0,2,1954.0,72.0,1,High-Value Investors
8,1,43,1490.59,488108.91,0,1,1,9,11,0,3.0,0,2,1978.0,48.0,1,High-Value Investors
8,0,46,1175.51,379740.64,0,1,0,6,2,0,3.0,0,2,1975.0,51.0,3,Young Buyers
8,0,55,1300.05,422703.93,0,1,0,9,25,0,4.0,0,2,1983.0,43.0,3,Young Buyers
9,0,4,1139.87,408511.51,0,1,1,9,8,0,1.0,0,1,1988.0,38.0,3,Young Buyers
9,1,5,1416.81,423694.55,0,1,0,9,37,1,1.0,0,1,1999.0,27.0,3,Young Buyers
9,0,9,1391.22,417103.42,0,1,1,9,8,0,1.0,0,2,1989.0,37.0,3,Young Buyers
9,0,12,952.38,244096.92,0,1,1,9,8,0,2.0,0,0,1998.0,28.0,3,Young Buyers
9,0,21,1261.65,395284.05,0,1,1,9,15,1,3.0,0,0,1964.0,62.0,1,High-Value Investors
9,0,28,1931.82,675285.62,0,1,1,9,8,1,3.0,1,1,1941.0,85.0,1,High-Value Investors
9,0,34,1577.36,507504.36,0,1,1,9,15,0,4.0,0,1,1977.0,49.0,1,High-Value Investors
9,1,40,1090.32,326851.69,0,1,1,9,8,0,3.0,1,0,1964.0,62.0,0,Senior Home Buyers
9,0,40,1090.32,340807.81,0,1,0,8,51,1,4.0,1,2,1943.0,83.0,0,Senior Home Buyers
9,0,56,1516.4,397503.1,0,1,0,9,53,0,5.0,0,2,1999.0,27.0,3,Young Buyers
9,0,58,838.34,218992.09,0,1,1,9,14,0,4.0,0,2,1991.0,35.0,3,Young Buyers
9,0,59,1697.13,437506.24,0,1,1,9,8,1,2.0,0,0,1940.0,86.0,1,High-Value Investors
10,0,1,1006.89,289076.11,0,1,1,9,48,1,5.0,1,2,1998.0,28.0,3,Young Buyers
10,0,14,1318.01,417201.93,0,1,0,9,1,0,1.0,0,2,1982.0,44.0,1,High-Value Investors
10,0,15,1948.32,516476.18,0,1,0,0,44,0,4.0,0,2,1994.0,32.0,1,High-Value Investors
10,0,27,777.35,201415.36,0,1,1,9,1,0,2.0,1,0,1969.0,57.0,0,Senior Home Buyers
10,0,27,777.35,262420.84,0,1,0,9,53,1,5.0,1,2,1994.0,32.0,3,Young Buyers
10,0,40,1322.98,389328.46,0,1,0,1,13,0,3.0,0,2,1959.0,67.0,1,High-Value Investors
10,0,41,1750.64,565457.28,0,1,0,9,37,1,2.0,1,2,1982.0,44.0,1,High-Value Investors
10,0,50,1138.32,342174.93,0,1,0,2,22,1,5.0,0,2,1957.0,69.0,0,Senior Home Buyers
11,0,4,1414.25,398416.6,0,1,1,9,25,0,2.0,0,0,1974.0,52.0,1,High-Value Investors
11,0,6,1724.08,487075.17,0,1,0,4,34,1,1.0,1,0,1978.0,48.0,1,High-Value Investors
11,0,10,1519.64,430666.39,0,1,0,9,1,0,1.0,1,2,1983.0,43.0,1,High-Value Investors
11,0,13,474.93,140213.02,0,1,0,9,8,0,1.0,0,2,1998.0,28.0,3,Young Buyers
11,0,14,524.68,172200.35,0,1,0,9,1,1,5.0,1,2,1956.0,70.0,0,Senior Home Buyers
11,0,22,1755.05,596516.36,0,1,0,9,8,1,2.0,0,2,1955.0,71.0,1,High-Value Investors
11,0,29,993.51,336177.61,0,1,1,9,25,0,2.0,0,2,1949.0,77.0,0,Senior Home Buyers
11,1,29,993.51,313924.14,0,1,0,8,12,0,2.0,0,2,1954.0,72.0,0,Senior Home Buyers
11,0,29,993.51,310876.37,0,1,0,2,40,1,5.0,0,0,1975.0,51.0,3,Young Buyers
11,0,44,434.38,131519.77,0,1,0,9,37,1,4.0,0,2,1952.0,74.0,0,Senior Home Buyers
11,0,45,1651.09,548150.16,0,1,0,9,11,0,2.0,0,2,1958.0,68.0,1,High-Value Investors
11,1,51,1318.98,454364.35,0,1,0,1,52,0,4.0,0,0,1975.0,51.0,1,High-Value Investors
11,0,56,724.8,195152.94,0,1,1,8,43,0,5.0,0,2,1953.0,73.0,0,Senior Home Buyers
12,0,1,839.95,205528.92,0,1,1,9,8,1,5.0,0,0,1975.0,51.0,3,Young Buyers
12,0,1,839.95,252295.18,0,1,0,9,8,1,2.0,1,1,1966.0,60.0,0,Senior Home Buyers
12,0,1,839.95,265630.46,0,1,1,9,8,1,4.0,1,2,1969.0,57.0,0,Senior Home Buyers
12,0,8,1803.36,634188.62,0,1,1,5,4,1,4.0,0,2,1979.0,47.0,1,High-Value Investors
12,0,11,1348.81,348797.92,0,0,0,9,8,0,5.0,0,2,1967.0,59.0,2,Corporate Buyers
12,0,13,1394.03,520101.47,0,1,0,9,8,1,3.0,0,2,1992.0,34.0,1,High-Value Investors
12,0,14,1369.96,367617.71,0,1,1,6,2,1,1.0,0,2,1951.0,75.0,0,Senior Home Buyers
12,0,16,1523.02,505829.79,0,0,1,9,48,0,4.0,0,0,1990.0,36.0,2,Corporate Buyers
12,0,22,892.67,290299.07,0,1,0,9,48,0,5.0,1,2,1963.0,63.0,0,Senior Home Buyers
12,0,24,1306.75,349839.43,0,1,0,9,53,0,4.0,0,2,1952.0,74.0,0,Senior Home Buyers
12,0,38,1157.23,367496.03,0,1,0,9,48,1,2.0,0,1,1959.0,67.0,0,Senior Home Buyers
12,0,47,1528.05,509148.56,0,1,1,9,25,1,5.0,1,0,1995.0,31.0,1,High-Value Investors
12,0,47,1528.05,360456.35,0,1,0,9,8,0,1.0,0,2,1946.0,80.0,0,Senior Home Buyers
13,1,2,1651.02,475718.5,0,1,1,9,8,0,1.0,1,2,1966.0,60.0,1,High-Value Investors
13,0,2,1651.02,538246.86,0,1,0,9,8,0,5.0,0,2,1944.0,82.0,1,High-Value Investors
13,1,5,441.3,117558.15,0,1,0,9,8,0,5.0,1,0,1983.0,43.0,3,Young Buyers
13,0,9,1448.68,431877.48,0,0,0,9,8,0,2.0,0,2,1971.0,55.0,2,Corporate Buyers
13,0,11,1678.3,498317.73,0,0,0,9,25,1,1.0,0,2,1968.0,58.0,2,Corporate Buyers
13,0,11,1678.3,469476.95,0,1,1,9,8,0,3.0,0,0,1999.0,27.0,1,High-Value Investors
13,0,12,1858.65,538375.93,0,1,0,9,1,0,4.0,0,2,1942.0,84.0,1,High-Value Investors
13,0,20,516.72,154757.84,0,1,0,9,27,0,4.0,0,2,1992.0,34.0,3,Young Buyers
13,0,30,1777.51,534630.42,0,1,1,9,8,0,5.0,0,0,1956.0,70.0,1,High-Value Investors
13,0,32,1114.07,307504.71,0,1,1,9,8,0,5.0,0,2,1949.0,77.0,0,Senior Home Buyers
13,0,40,571.5,138257.97,0,1,1,9,8,1,2.0,1,2,1991.0,35.0,3,Young Buyers
13,0,40,571.5,183248.76,0,0,1,9,25,1,5.0,1,2,1963.0,63.0,2,Corporate Buyers
13,0,43,1875.83,535236.81,0,1,0,8,43,0,3.0,1,2,1955.0,71.0,1,High-Value Investors
13,0,45,986.91,302325.29,0,1,1,9,48,0,4.0,0,2,1942.0,84.0,0,Senior Home Buyers
13,0,47,1874.35,595397.77,0,1,0,9,47,0,4.0,0,0,1945.0,81.0,1,High-Value Investors
13,0,59,1434.04,353752.57,0,1,1,4,6,0,4.0,1,0,1983.0,43.0,3,Young Buyers
13,0,60,1401.81,438895.96,0,1,1,9,25,1,1.0,0,0,1963.0,63.0,1,High-Value Investors
13,0,66,1283.8,367765.98,0,1,0,9,1,0,5.0,1,0,1976.0,50.0,1,High-Value Investors
14,1,11,1431.42,492509.45,0,1,0,9,48,1,1.0,0,0,1976.0,50.0,1,High-Value Investors
14,0,13,442.74,141101.65,0,1,0,9,8,0,4.0,1,2,1978.0,48.0,3,Young Buyers
14,0,14,1628.68,517610.73,0,1,1,9,15,1,1.0,1,1,1982.0,44.0,1,High-Value Investors
14,0,16,915.37,302441.81,0,1,0,9,11,1,2.0,0,0,1982.0,44.0,3,Young Buyers
14,0,29,1618.34,501471.56,0,1,1,9,8,0,5.0,0,0,1994.0,32.0,1,High-Value Investors
14,0,41,543.61,162818.91,0,1,0,6,19,1,1.0,1,1,1947.0,79.0,0,Senior Home Buyers
14,0,43,520.49,155210.56,0,1,0,9,25,0,5.0,0,2,1942.0,84.0,0,Senior Home Buyers
14,0,45,1388.61,392569.11,0,1,1,9,48,0,1.0,0,2,1999.0,27.0,3,Young Buyers
14,0,46,1258.99,379081.98,0,1,1,9,25,0,2.0,0,0,1986.0,40.0,3,Young Buyers
14,0,51,1346.3,372457.73,0,1,1,7,42,0,1.0,0,2,1964.0,62.0,1,High-Value Investors
14,0,55,1415.9,502780.15,0,0,1,9,11,0,3.0,0,2,1991.0,35.0,2,Corporate Buyers
15,0,10,1072.95,317628.8,0,1,0,9,8,0,4.0,0,0,1950.0,76.0,0,Senior Home Buyers
15,0,15,522.71,175599.9,0,1,0,9,8,0,4.0,1,2,1968.0,58.0,0,Senior Home Buyers
15,1,15,522.71,155535.1,0,1,0,9,8,1,4.0,0,2,1998.0,28.0,3,Young Buyers
15,0,17,562.64,187358.7,0,1,1,9,27,0,5.0,0,2,1942.0,84.0,0,Senior Home Buyers
15,0,17,562.64,167897.44,0,1,0,9,25,0,3.0,0,2,1951.0,75.0,0,Senior Home Buyers
15,0,21,1271.25,376814.3,0,1,1,8,31,0,3.0,0,2,1992.0,34.0,3,Young Buyers
15,0,23,1279.23,435723.27,0,1,1,9,11,1,5.0,0,0,1962.0,64.0,1,High-Value Investors
15,0,23,1279.23,401460.83,0,1,1,9,35,0,4.0,1,0,1945.0,81.0,0,Senior Home Buyers
15,0,31,1901.65,557626.79,0,1,0,9,8,0,2.0,0,2,1961.0,65.0,1,High-Value Investors
15,0,34,1304.22,407450.17,0,1,0,9,25,1,4.0,0,2,1986.0,40.0,3,Young Buyers
15,1,35,745.49,212947.87,0,1,1,9,8,0,1.0,0,2,1974.0,52.0,3,Young Buyers
15,0,39,1713.42,476819.19,0,1,1,9,8,1,1.0,0,2,1973.0,53.0,1,High-Value Investors
16,1,4,1561.55,548503.64,0,1,0,9,50,0,4.0,0,0,1952.0,74.0,1,High-Value Investors
16,1,24,1077.77,264146.36,0,1,0,9,8,0,4.0,0,2,1998.0,28.0,3,Young Buyers
16,0,27,1164.55,369524.95,0,1,1,4,28,0,1.0,1,0,1992.0,34.0,3,Young Buyers
16,0,28,1440.71,493044.25,0,1,1,9,8,0,3.0,1,0,1957.0,69.0,1,High-Value Investors
16,1,35,629.97,205003.87,0,1,1,9,1,0,2.0,1,2,1989.0,37.0,3,Young Buyers
17,0,1,530.28,171074.17,0,1,0,9,8,1,3.0,0,0,1969.0,57.0,0,Senior Home Buyers
